ts,protons_gt_1MeV,protons_gt_5MeV,protons_gt_10MeV,protons_gt_30MeV,protons_gt_50MeV,protons_gt_100MeV,electrons_gt_0_8MeV,electrons_gt_2_0MeV,F10_7,speed_km_s,density_protons_cm3,P10_max,група
2017-08-28 16:00:00,3.6166666666666667,0.3065,0.20074999999999998,0.10075833333333334,0.0772,0.044525,18016.666666666668,557.0,82.0,307.0,1.5,0.363,тиха
2017-08-28 17:00:00,3.9725,0.2985,0.19391666666666665,0.10299166666666666,0.08290833333333333,0.043333333333333335,20050.0,591.5833333333334,82.0,309.0,0.9,0.359,тиха
2017-08-28 18:00:00,4.538333333333333,0.27508333333333335,0.16375,0.090375,0.07248333333333333,0.0356,20883.333333333332,592.4166666666666,82.0,302.0,1.5,0.252,тиха
2017-08-28 19:00:00,4.429166666666666,0.22066666666666668,0.17016666666666666,0.09152500000000001,0.07116666666666667,0.03589166666666666,22058.333333333332,585.3333333333334,82.0,294.0,2.0,0.256,тиха
2017-08-28 20:00:00,5.4575,0.20233333333333334,0.1420833333333333,0.0727,0.053516666666666664,0.026741666666666664,23108.333333333332,666.8333333333334,82.0,297.0,3.2,0.19,тиха
2017-08-28 21:00:00,5.88,0.22675,0.1688333333333333,0.09745,0.08141666666666666,0.04758333333333333,24550.0,773.0833333333334,82.0,299.0,2.8,0.226,тиха
2017-08-28 22:00:00,6.835833333333333,0.23758333333333334,0.18116666666666667,0.10219166666666667,0.0709,0.03635,25641.666666666668,775.1666666666666,82.0,309.0,2.9,0.409,тиха
2017-08-28 23:00:00,6.745,0.27425,0.19799999999999998,0.11245833333333333,0.0835,0.04238333333333333,24866.666666666668,742.1666666666666,82.0,309.0,3.2,0.282,тиха
2017-08-29 00:00:00,5.596666666666667,0.23550000000000001,0.17458333333333334,0.096425,0.07936666666666667,0.04372500000000001,20658.333333333332,494.6666666666667,84.0,325.0,2.1,0.274,тиха
2017-08-29 01:00:00,4.759166666666666,0.237,0.1635,0.09116666666666667,0.07430833333333334,0.035541666666666666,15375.0,277.4166666666667,84.0,307.0,1.5,0.217,тиха
2017-08-29 02:00:00,3.2241666666666666,0.24125,0.1779166666666667,0.10173333333333334,0.076025,0.035958333333333335,14350.0,302.0833333333333,84.0,340.0,1.9,0.358,тиха
2017-08-29 03:00:00,2.631666666666667,0.21258333333333335,0.16008333333333333,0.08325,0.07250833333333333,0.03830833333333333,12625.0,251.5,84.0,348.0,2.6,0.295,тиха
2017-08-29 04:00:00,2.255,0.21491666666666667,0.15133333333333335,0.07796666666666667,0.06648333333333332,0.036116666666666665,10502.5,199.25,84.0,349.0,2.8,0.219,тиха
2017-08-29 05:00:00,1.16575,0.206,0.14991666666666667,0.08514166666666667,0.07336666666666666,0.038808333333333334,8255.833333333334,211.0,84.0,348.0,2.8,0.212,тиха
2017-08-29 06:00:00,1.1945,0.25616666666666665,0.16966666666666666,0.08293333333333333,0.07180833333333334,0.040075,7470.833333333333,263.3333333333333,84.0,346.0,2.6,0.252,тиха
2017-08-29 07:00:00,1.2418333333333333,0.23358333333333334,0.15891666666666668,0.08525833333333332,0.070225,0.03621666666666667,9573.333333333334,402.0,84.0,344.0,3.6,0.224,тиха
2017-08-29 08:00:00,1.2751666666666666,0.26433333333333336,0.19141666666666668,0.08463333333333334,0.06739166666666667,0.03398333333333333,8770.0,348.6666666666667,84.0,339.0,3.0,0.363,тиха
2017-08-29 09:00:00,1.1301666666666668,0.22608333333333333,0.1795,0.09734999999999999,0.07623333333333333,0.04130833333333333,8353.333333333334,318.5833333333333,84.0,303.0,3.7,0.293,тиха
2017-08-29 10:00:00,1.3025,0.25858333333333333,0.19041666666666668,0.11370000000000001,0.09030833333333334,0.04945,10235.0,420.0,84.0,292.0,5.0,0.276,тиха
2017-08-29 11:00:00,1.4158333333333333,0.24766666666666667,0.17783333333333332,0.08980833333333334,0.0666,0.035225,12233.333333333334,542.1666666666666,84.0,293.0,4.7,0.213,тиха
2017-08-29 12:00:00,1.5441666666666667,0.24025,0.16841666666666666,0.09018333333333334,0.06490833333333333,0.03195,13450.0,614.8333333333334,84.0,308.0,4.7,0.24,тиха
2017-08-29 13:00:00,2.254166666666667,0.27699999999999997,0.20183333333333334,0.10368333333333334,0.07694166666666667,0.0397,16425.0,767.4166666666666,84.0,287.0,4.8,0.335,тиха
2017-08-29 14:00:00,2.8800000000000003,0.2634166666666667,0.18958333333333333,0.09569166666666667,0.07205,0.03763333333333333,19750.0,912.8333333333334,84.0,279.0,4.7,0.3,тиха
2017-08-29 15:00:00,3.3633333333333333,0.218,0.16341666666666665,0.088375,0.06936666666666667,0.030983333333333335,22191.666666666668,1063.5833333333333,84.0,277.0,5.1,0.223,тиха
2017-08-29 16:00:00,4.329166666666667,0.21808333333333332,0.1725,0.086175,0.06539166666666667,0.03519166666666667,24575.0,1229.1666666666667,84.0,348.0,5.1,0.281,тиха
2017-08-29 17:00:00,13.030833333333334,0.2880833333333333,0.19466666666666665,0.09440833333333333,0.06765833333333333,0.038608333333333335,31933.333333333332,1787.5,84.0,352.0,5.9,0.328,тиха
2017-08-29 18:00:00,22.583333333333332,0.24891666666666667,0.19358333333333333,0.08666666666666667,0.06873333333333333,0.04015833333333333,34658.333333333336,2315.0,84.0,349.0,6.5,0.314,тиха
2017-08-29 19:00:00,30.0,0.24516666666666667,0.17308333333333334,0.09528333333333333,0.06706666666666666,0.034183333333333336,37591.666666666664,2950.0,84.0,361.0,5.8,0.297,тиха
2017-08-29 20:00:00,36.30833333333333,0.21908333333333332,0.16691666666666669,0.09456666666666667,0.08249166666666667,0.051583333333333335,42733.333333333336,4338.333333333333,84.0,354.0,4.5,0.209,тиха
2017-08-29 21:00:00,35.458333333333336,0.25375,0.19216666666666668,0.09185833333333333,0.06853333333333333,0.033249999999999995,26408.333333333332,2369.1666666666665,84.0,395.0,2.1,0.327,тиха
2017-08-29 22:00:00,15.231666666666667,0.23091666666666666,0.18441666666666667,0.08946666666666665,0.06578333333333333,0.03333333333333333,10654.166666666666,538.75,84.0,398.0,1.4,0.264,тиха
2017-08-29 23:00:00,6.43,0.2515833333333333,0.17416666666666666,0.08465,0.0687,0.037700000000000004,4778.333333333333,116.19166666666666,84.0,392.0,1.8,0.258,тиха
2017-08-30 00:00:00,3.5583333333333336,0.22525000000000003,0.1625,0.09845833333333333,0.0768,0.03559166666666667,3382.5,64.30833333333334,87.0,398.0,1.2,0.239,тиха
2017-08-30 01:00:00,2.6316666666666664,0.26775,0.20233333333333334,0.11318333333333334,0.08503333333333334,0.03854166666666666,3150.0,55.75,87.0,385.0,1.9,0.33,тиха
2017-08-30 02:00:00,1.16075,0.22341666666666668,0.18108333333333335,0.09321666666666667,0.07792500000000001,0.03875,2000.8333333333333,35.166666666666664,87.0,376.0,2.4,0.301,тиха
2017-08-30 03:00:00,1.2859166666666666,0.21641666666666667,0.15991666666666668,0.08489999999999999,0.06641666666666667,0.030625,2227.5,32.81666666666666,87.0,375.0,2.7,0.268,тиха
2017-08-30 04:00:00,1.5199999999999998,0.21391666666666667,0.15616666666666668,0.07633333333333334,0.062825,0.030549999999999997,2905.0,35.71666666666666,87.0,354.0,3.2,0.248,тиха
2017-08-30 05:00:00,0.8989166666666666,0.22908333333333333,0.16416666666666668,0.07095833333333333,0.057225,0.02928333333333333,1917.5,19.275000000000002,87.0,351.0,3.4,0.278,тиха
2017-08-30 06:00:00,0.62725,0.21033333333333334,0.15325,0.08253333333333333,0.06556666666666666,0.033716666666666666,1537.5,16.650000000000002,87.0,351.0,3.4,0.248,тиха
2017-08-30 07:00:00,0.9867500000000001,0.25875,0.19825,0.09375,0.07768333333333334,0.03779166666666667,1430.0,18.933333333333334,87.0,349.0,3.6,0.337,тиха
2017-08-30 08:00:00,1.0475,0.26316666666666666,0.17533333333333334,0.09761666666666667,0.07515,0.03438333333333333,2310.8333333333335,31.008333333333336,87.0,350.0,3.5,0.237,тиха
